23.31,1988,-72.000000,26.000000
97.8,1988,-72.000000,26.000000
16.72,1988,-72.000000,26.000000
21.86,1988,-72.000000,26.000000
71.89,1988,-72.000000,26.000000
39.47,1988,-72.000000,26.000000
35.1,1988,-72.000000,26.000000
15.22,1988,-72.000000,26.000000
65.09,1988,-72.000000,26.000000
16.62,1988,-72.000000,26.000000
16.690000000000001,1988,-72.000000,26.000000
21.44,1988,-72.000000,26.000000
10.83,1988,-72.000000,26.000000
19.84,1988,-72.000000,26.000000
14.73,1988,-72.000000,26.000000
387.33,1988,-72.000000,26.000000
247.02,1988,-72.000000,26.000000
34.380000000000003,1988,-72.000000,26.000000
48.82,1988,-72.000000,26.000000
678.49,1988,-72.000000,26.000000
31.62,1988,-72.000000,26.000000
25.71,1988,-72.000000,26.000000
77.92,1988,-72.000000,26.000000
47.49,1988,-72.000000,26.000000
26.99,1988,-72.000000,26.000000
70.98,1988,-72.000000,26.000000
100.52,1988,-72.000000,26.000000
30.68,1988,-72.000000,26.000000
24.13,1988,-72.000000,26.000000
59.03,1988,-72.000000,26.000000
68.31,1988,-72.000000,26.000000
52.12,1988,-72.000000,26.000000
63.52,1988,-72.000000,26.000000
176.84,1988,-72.000000,26.000000
227.81,1988,-72.000000,26.000000
201.02,1988,-72.000000,26.000000
72.040000000000006,1988,-72.000000,26.000000
1591.18,1988,-72.000000,26.000000
848.86,1988,-72.000000,26.000000
54.24,1988,-72.000000,26.000000
226.98,1988,-72.000000,26.000000
109.46,1988,-72.000000,26.000000
30.25,1988,-72.000000,26.000000
71.540000000000006,1988,-72.000000,26.000000
461.09,1988,-72.000000,26.000000
117.49,1988,-72.000000,26.000000
64.69,1988,-72.000000,26.000000
112.67,1988,-72.000000,26.000000
242.58,1988,-72.000000,26.000000
95.17,1988,-72.000000,26.000000
166.8,1988,-72.000000,26.000000
172.76,1988,-72.000000,26.000000
627.72,1988,-72.000000,26.000000
54.41,1988,-72.000000,26.000000
825.36,1988,-72.000000,26.000000
331.09,1988,-72.000000,26.000000
40.21,1988,-72.000000,26.000000
52.12,1988,-72.000000,26.000000
224.72,1988,-72.000000,26.000000
55.68,1988,-72.000000,26.000000
201.32,1988,-72.000000,26.000000
13.81,1988,-72.000000,26.000000
70.55,1988,-72.000000,26.000000
112.9,1988,-72.000000,26.000000
19.91,1988,-72.000000,26.000000
68.81,1988,-72.000000,26.000000
11.95,1988,-72.000000,26.000000
49.25,1988,-72.000000,26.000000
14.62,1988,-72.000000,26.000000
155.59,1988,-72.000000,26.000000
45.66,1988,-72.000000,26.000000
22.03,1988,-72.000000,26.000000
732.82,1988,-72.000000,26.000000
437.54,1988,-72.000000,26.000000
89,1988,-72.000000,26.000000
138.75,1988,-72.000000,26.000000
45.35,1988,-72.000000,26.000000
57.73,1988,-72.000000,26.000000
227.94,1988,-72.000000,26.000000
390.47,1988,-72.000000,26.000000
379.08,1988,-72.000000,26.000000
99.6,1988,-72.000000,26.000000
91.38,1988,-72.000000,26.000000
38.700000000000003,1988,-72.000000,26.000000
21.79,1988,-72.000000,26.000000
54.8,1988,-72.000000,26.000000
130.07,1988,-72.000000,26.000000
45.06,1988,-72.000000,26.000000
65.84,1988,-72.000000,26.000000
74.569999999999993,1988,-72.000000,26.000000
182.01,1988,-72.000000,26.000000
393.47,1988,-72.000000,26.000000
962.5,1988,-72.000000,26.000000
1244.18,1988,-72.000000,26.000000
91.49,1988,-72.000000,26.000000
78.86,1988,-72.000000,26.000000
53.29,1988,-72.000000,26.000000
41.74,1988,-72.000000,26.000000
144.68,1988,-72.000000,26.000000
627.34,1988,-72.000000,26.000000
23.84,1988,-72.000000,26.000000
32.75,1988,-72.000000,26.000000
57.96,1988,-72.000000,26.000000
52.07,1988,-72.000000,26.000000
87.38,1988,-72.000000,26.000000
3437,1988,-72.000000,26.000000
111.53,1988,-72.000000,26.000000
1015.56,1988,-72.000000,26.000000
107.71,1988,-72.000000,26.000000
136.44,1988,-72.000000,26.000000
58.95,1988,-72.000000,26.000000
44.34,1988,-72.000000,26.000000
229.36,1988,-72.000000,26.000000
53.49,1988,-72.000000,26.000000
24.21,1988,-72.000000,26.000000
176.27,1988,-72.000000,26.000000
76.44,1988,-72.000000,26.000000
82.45,1988,-72.000000,26.000000
23.99,1988,-72.000000,26.000000
269.10000000000002,1988,-72.000000,26.000000
97.07,1988,-72.000000,26.000000
9.9,1988,-72.000000,26.000000
142.79,1988,-72.000000,26.000000
1049.54,1988,-72.000000,26.000000
4188,1988,-72.000000,26.000000
26.32,1988,-72.000000,26.000000
64.819999999999993,1988,-72.000000,26.000000
285.52,1988,-72.000000,26.000000
97.64,1988,-72.000000,26.000000
54.21,1988,-72.000000,26.000000
98.35,1988,-72.000000,26.000000
52.01,1988,-72.000000,26.000000
204.18,1988,-72.000000,26.000000
181.88,1988,-72.000000,26.000000
82.59,1988,-72.000000,26.000000
89.59,1988,-72.000000,26.000000
22.58,1988,-72.000000,26.000000
83.47,1988,-72.000000,26.000000
58.72,1988,-72.000000,26.000000
47.25,1988,-72.000000,26.000000
43.5,1988,-72.000000,26.000000
60.63,1988,-72.000000,26.000000
23.72,1988,-72.000000,26.000000
37.9,1988,-72.000000,26.000000
53.08,1988,-72.000000,26.000000
62.18,1988,-72.000000,26.000000
37.5,1988,-72.000000,26.000000
32.159999999999997,1988,-72.000000,26.000000
326.76,1988,-72.000000,26.000000
49.52,1988,-72.000000,26.000000
25.56,1988,-72.000000,26.000000
30.23,1988,-72.000000,26.000000
1136.8,1988,-72.000000,26.000000
403.02,1988,-72.000000,26.000000
140.13999999999999,1988,-72.000000,26.000000
161.93,1988,-72.000000,26.000000
75.040000000000006,1988,-72.000000,26.000000
58.55,1988,-72.000000,26.000000
44.69,1988,-72.000000,26.000000
374.2,1988,-72.000000,26.000000
89.94,1988,-72.000000,26.000000
129.13999999999999,1988,-72.000000,26.000000
123.9,1988,-72.000000,26.000000
19.04,1988,-72.000000,26.000000
43.59,1988,-72.000000,26.000000
403.91,1988,-72.000000,26.000000
229.85,1988,-72.000000,26.000000
25.02,1988,-72.000000,26.000000
373.53,1988,-72.000000,26.000000
181.78,1988,-72.000000,26.000000
306.20999999999998,1988,-72.000000,26.000000
340.31,1988,-72.000000,26.000000
1989.35,1988,-72.000000,26.000000
32.049999999999997,1988,-72.000000,26.000000
72.260000000000005,1988,-72.000000,26.000000
225.27,1988,-72.000000,26.000000
204.42,1988,-72.000000,26.000000
86.7,1988,-72.000000,26.000000
688.13,1988,-72.000000,26.000000
74.099999999999994,1988,-72.000000,26.000000
63.46,1988,-72.000000,26.000000
387.61,1988,-72.000000,26.000000
45.18,1988,-72.000000,26.000000
23.63,1988,-72.000000,26.000000
107.16,1988,-72.000000,26.000000
19.52,1988,-72.000000,26.000000
69.400000000000006,1988,-72.000000,26.000000
111.77,1988,-72.000000,26.000000
59.98,1988,-72.000000,26.000000
340.69,1988,-72.000000,26.000000
243.55,1988,-72.000000,26.000000
24.92,1988,-72.000000,26.000000
26.41,1988,-72.000000,26.000000
68.16,1988,-72.000000,26.000000
88.93,1988,-72.000000,26.000000
20.51,1988,-72.000000,26.000000
64.69,1988,-72.000000,26.000000
64.84,1988,-72.000000,26.000000
32.43,1988,-72.000000,26.000000
252.05,1988,-72.000000,26.000000
84.87,1988,-72.000000,26.000000
73.33,1988,-72.000000,26.000000
198.3,1988,-72.000000,26.000000
16.21,1988,-72.000000,26.000000
114.03,1988,-72.000000,26.000000
362.2,1988,-72.000000,26.000000
29.23,1988,-72.000000,26.000000
49.3,1988,-72.000000,26.000000
63.97,1988,-72.000000,26.000000
193.35,1988,-72.000000,26.000000
92.81,1988,-72.000000,26.000000
83.34,1988,-72.000000,26.000000
15.05,1988,-72.000000,26.000000
29.01,1988,-72.000000,26.000000
11.66,1988,-72.000000,26.000000
604.30999999999995,1988,-72.000000,26.000000
127.17,1988,-72.000000,26.000000
15.25,1988,-72.000000,26.000000
46.94,1988,-72.000000,26.000000
15.78,1988,-72.000000,26.000000
587.05999999999995,1988,-72.000000,26.000000
31.09,1988,-72.000000,26.000000
793.12,1988,-72.000000,26.000000
20.079999999999998,1988,-72.000000,26.000000
344.69,1988,-72.000000,26.000000
